symbol,entry_time,onset_time,peak_time,spike_pct,lag_minutes,close,return_1m_pct,return_3m_pct,return_5m_pct,return_15m_pct,rsi_14,cmo_14,stoch_k,stoch_d,cci_20,adx_14,di_gap,ema9_21_gap_pct,ema_cross_up,macd_histogram_pct,roc_10_pct,atr_pct,bb_position,bb_width_pct,volume_ratio_20,cmf_20,obv_slope_5,body_pct,range_pct,close_position_in_range
GPSTRY,2026-08-17 11:17:59,2026-08-17 11:24:59,2026-08-17 11:31:59,7.05036,3,0.686,-0.86705202,-0.29069767,-4.18994413,-5.1175657,28.68378232,-63.33333333,5.12820513,16.12800636,-167.91000592,41.11261847,-36.97478992,-1.16496253,0,-0.44549042,-4.05594406,0.01239067,-0.01743091,0.06795447,1.49990754,-0.02550601,-0.70576477,-0.86705202,1.16618076,0.25
GPSTRY,2026-08-17 11:17:59,2026-08-17 11:24:59,2026-08-17 11:31:59,7.05036,5,0.694,0.87209302,-3.0726257,-2.66479663,-3.47705146,33.15675508,-41.37931034,23.25581395,13.01509588,-223.58923885,32.3427772,-30.43478261,-0.90194635,0,-0.39508211,-3.47705146,0.01183615,-0.01503934,0.05465081,1.53472963,-0.00734493,-0.34577809,0.57971014,1.72910663,0.83333333
GPSTRY,2026-08-17 11:17:59,2026-08-17 11:24:59,2026-08-17 11:31:59,7.05036,10,0.713,-0.14005602,-0.27972028,-0.83449235,-0.55788006,43.41201741,-17.64705882,30.0,28.68421053,-92.11553474,27.02063593,-19.04761905,-0.18152829,0,-0.06456963,-0.83449235,0.00841515,0.23811492,0.02156725,0.2434718,0.08441521,-0.37710135,0.0,0.42075736,1.0
ACETRY,2026-08-17 11:30:59,2026-08-17 11:36:59,2026-08-17 11:45:59,5.81674,0,7.048,-0.42384854,-1.08070175,-0.4519774,-1.13620424,36.10767759,-33.62445415,11.71171171,31.74273174,-186.78277305,14.56763801,-14.98771499,-0.21635011,0,-0.01349043,-0.69043258,0.00412478,-0.10322989,0.01258147,1.08781312,-0.03897323,-0.17315445,-0.50818746,0.72360953,0.25490196
ACETRY,2026-08-17 11:30:59,2026-08-17 11:36:59,2026-08-17 11:45:59,5.81674,1,7.078,-0.45007032,-0.07059156,-0.07059156,-0.45007032,41.30864676,-25.12315271,24.17582418,53.11355311,-85.9362486,14.38764257,-4.45026178,-0.15564477,0,0.02564923,-0.79887877,0.003855,0.13684381,0.01052212,1.21675777,-0.0086844,-0.41783967,-0.46406975,0.53687482,0.13157895
ACETRY,2026-08-17 11:30:59,2026-08-17 11:36:59,2026-08-17 11:45:59,5.81674,3,7.125,0.59296908,0.59296908,0.40868095,0.18278965,51.94539018,9.60451977,75.82417582,43.95604396,14.02103155,13.52362426,14.08839779,-0.16323346,0,0.03178492,0.09834223,0.00362907,0.75122313,0.00999731,0.53941299,0.04879836,-0.27820337,0.66402939,0.67368421,0.97916667
ACETRY,2026-08-17 11:30:59,2026-08-17 11:36:59,2026-08-17 11:45:59,5.81674,5,7.08,-0.04235493,-0.22547914,-0.23953783,-0.46393927,38.66685442,-15.06849315,26.37362637,11.20666773,-183.06878307,13.83086558,2.4691358,-0.2369624,0,-0.01469229,-0.68733343,0.00326877,0.08682941,0.00950022,3.50608157,-0.11987236,-0.67615637,0.02825657,0.4519774,0.75
ACETRY,2026-08-17 11:30:59,2026-08-17 11:36:59,2026-08-17 11:45:59,5.81674,10,7.097,-0.53258584,-0.29502669,-0.44887081,-0.4628331,40.51064372,-16.88311688,7.40740741,47.37654321,-50.45492142,17.37431742,3.25443787,-0.14245509,0,0.05094596,-0.22494025,0.00340184,0.20449122,0.00929623,0.48892387,-0.11927768,-0.25011821,-0.4628331,0.46498521,0.0
PORTALTRY,2026-08-17 11:44:59,2026-08-17 11:51:59,2026-08-17 11:57:59,5.36475,0,0.7597,1.49632599,1.40149493,0.67585476,-3.48113327,47.67038297,-21.12359551,49.87277354,23.72808298,-72.71689669,28.35229054,-5.32703978,-0.73177748,0,-0.18359522,-1.84754522,0.01394347,0.37763835,0.06515116,1.64907727,-0.08823227,0.23269022,1.4421151,2.79057523,0.9245283
PORTALTRY,2026-08-17 11:44:59,2026-08-17 11:51:59,2026-08-17 11:57:59,5.36475,1,0.7485,0.10699478,0.29478762,-2.45014988,-3.49406911,39.2246073,-44.67592593,11.47540984,10.79978051,-118.01930074,30.57209555,-10.70441989,-0.88234353,0,-0.31942302,-3.09425168,0.01381811,0.1437225,0.0647147,0.43966179,-0.11594785,-0.35098935,0.05346879,0.6012024,0.77777778
PORTALTRY,2026-08-17 11:44:59,2026-08-17 11:51:59,2026-08-17 11:57:59,5.36475,3,0.7492,0.38858368,-2.35892089,-0.78135346,-3.09145001,39.30751273,-28.29015544,11.08786611,8.29981616,-134.23131348,31.50645878,-2.7100271,-0.75846212,0,-0.34159821,-3.56545244,0.01407215,0.09835274,0.05847767,1.62391643,-0.15557627,-0.18325392,0.40203699,1.21462894,0.58241758
PORTALTRY,2026-08-17 11:44:59,2026-08-17 11:51:59,2026-08-17 11:57:59,5.36475,5,0.7546,-1.65515444,-0.0662164,-2.50645995,-1.60385969,41.03407807,-18.19184123,12.29314421,18.01975133,-88.24656484,34.75757425,6.02582496,-0.42951939,0,-0.22157408,-4.12908144,0.01319526,0.13943542,0.04995087,2.30592121,-0.10760013,-0.39619605,-1.78315762,2.63715876,0.26130653
PORTALTRY,2026-08-17 11:44:59,2026-08-17 11:51:59,2026-08-17 11:57:59,5.36475,10,0.774,0.20714656,-0.37327841,-1.66433744,1.49488592,51.55689165,21.64179104,52.41935484,51.70250896,51.51035782,39.80336541,23.11608961,0.25062296,0,0.15616205,0.92580519,0.00906238,0.66173361,0.04234688,0.87363214,-0.04192998,-0.74707014,0.19417476,0.50387597,0.43589744
ZKPTRY,2026-08-17 12:11:59,2026-08-17 12:20:59,2026-08-17 12:24:59,5.3443,0,1.92,-0.7751938,-0.7751938,-0.7751938,-0.7751938,24.95868165,-28.30188679,0.0,0.0,-203.30969267,25.03743636,-28.30188679,-0.13595942,0,-0.09510093,-1.74002047,0.00197173,-0.08603384,0.01567431,0.05902102,-0.33469908,-1.0,0.0,0.0,
ZKPTRY,2026-08-17 12:11:59,2026-08-17 12:20:59,2026-08-17 12:24:59,5.3443,1,1.935,0.0,0.0,0.0,0.0,42.58471827,0.0,0.0,0.0,-44.44444444,23.01587302,0.0,-0.0421493,0,-0.04587874,-0.97236438,0.00140273,0.36247746,0.01331611,0.0,-0.33573878,,0.0,0.0,
ZKPTRY,2026-08-17 12:11:59,2026-08-17 12:20:59,2026-08-17 12:24:59,5.3443,3,1.935,0.0,0.0,-0.56526208,0.0,42.58471823,0.0,0.0,0.0,-44.44444444,23.01587302,0.0,-0.00867882,0,-0.03794941,0.0,0.00140273,0.36247746,0.01331611,0.0,-0.33573878,-1.0,0.0,0.0,
ZKPTRY,2026-08-17 12:11:59,2026-08-17 12:20:59,2026-08-17 12:24:59,5.3443,5,1.935,0.0,-0.56526208,-0.97236438,0.0,42.58471819,0.0,0.0,19.29824561,-44.44444444,23.01587302,0.0,0.05557644,0,-0.00518334,0.0,0.00140273,0.36247746,0.01331611,0.0,-0.33573878,-1.0,0.0,0.0,
ZKPTRY,2026-08-17 12:11:59,2026-08-17 12:20:59,2026-08-17 12:24:59,5.3443,10,1.954,0.0,0.98191214,0.98191214,0.98191214,89.71017738,100.0,100.0,83.33333333,333.33333333,14.28571429,100.0,0.1588621,0,0.10789509,0.98191214,0.00069455,1.25,0.01177139,0.0,0.0,0.53187191,0.0,0.0,
RARETRY,2026-08-17 12:15:59,2026-08-17 12:15:59,2026-08-17 12:30:59,12.24132,0,0.5702,0.17568517,0.19328765,0.26375945,1.06345268,73.01561723,70.73170732,100.0,94.54861111,124.95575221,45.93004841,70.43478261,0.20580267,0,0.07531576,0.97396848,0.0014406,0.92606873,0.01447473,0.00075034,-0.12287364,0.96774695,0.0,0.0,
RARETRY,2026-08-17 12:15:59,2026-08-17 12:15:59,2026-08-17 12:30:59,12.24132,1,0.5692,0.0175716,0.07032349,0.12313105,0.77903683,68.51595766,67.56756757,88.33333333,92.98611111,115.18257114,42.88555193,70.27027027,0.18522983,0,0.0730045,0.7968833,0.00139293,0.85719786,0.01334305,0.5568757,-0.10040286,0.9819555,-0.12282857,0.12297962,0.0
RARETRY,2026-08-17 12:15:59,2026-08-17 12:15:59,2026-08-17 12:30:59,12.24132,3,0.5691,0.05274262,0.1055409,0.37037037,0.74349442,68.02079194,40.22988506,95.3125,94.61236339,140.34256847,39.06108828,33.84615385,0.16783444,0,0.08471797,0.81488043,0.00163165,0.93913593,0.01186565,0.81867935,-0.09383959,1.0,0.07033585,0.12300123,0.57142857
RARETRY,2026-08-17 12:15:59,2026-08-17 12:15:59,2026-08-17 12:30:59,12.24132,5,0.5687,0.0351803,0.29982363,0.70834071,0.45928281,66.22122106,37.6344086,93.44262295,94.01384135,191.14516816,36.62931254,16.44736842,0.12654742,0,0.08338342,0.79758951,0.00190912,1.01145824,0.00986503,1.18236121,-0.12979085,0.95890392,0.01758706,0.08791982,0.2
RARETRY,2026-08-17 12:15:59,2026-08-17 12:15:59,2026-08-17 12:30:59,12.24132,10,0.5647,0.0,0.03542958,0.08862106,-0.24730613,40.60947354,-25.0,53.125,51.04166667,-73.40241796,35.08243633,-29.7029703,-0.08201744,0,-0.00929709,-0.24730613,0.00127754,0.2548613,0.0048703,0.0,-0.33417369,1.0,0.0,0.0,
ACETRY,2026-08-17 12:16:59,2026-08-17 12:16:59,2026-08-17 12:20:59,5.80811,0,7.765,-0.96926412,-2.9375,-3.05867665,-3.89851485,43.47106984,-52.0661157,14.54081633,19.6621696,-157.73232867,26.47410708,-22.62474368,0.40319792,0,-0.63796999,-2.69423559,0.01345782,-0.04815263,0.04643314,1.86009902,0.00322173,-0.79683415,-1.08280255,2.12491951,0.34545455
ACETRY,2026-08-17 12:16:59,2026-08-17 12:16:59,2026-08-17 12:20:59,5.80811,1,7.841,-1.34625063,-2.71712159,-2.48725283,-1.38347378,48.71015153,-45.17958412,6.51465798,34.51704126,-87.04389134,25.4911912,-14.1218638,0.74927228,0,-0.49514094,-2.10986267,0.01270793,0.10532297,0.04191666,0.73035211,0.08057478,-0.77096973,-1.24685139,1.58143094,0.16129032
ACETRY,2026-08-17 12:16:59,2026-08-17 12:16:59,2026-08-17 12:20:59,5.80811,3,8.0,-0.74441687,-0.50988683,-0.42320139,2.15808964,63.14994754,29.13385827,59.10543131,71.17239867,3.45892684,27.11587676,10.72874494,1.26463222,0,-0.274237,-0.31152648,0.01323214,0.59120566,0.04486206,0.98129453,0.20707039,-0.66056847,-0.57171265,2.6,0.77884615
ACETRY,2026-08-17 12:16:59,2026-08-17 12:16:59,2026-08-17 12:20:59,5.80811,5,8.01,-0.38552419,-0.2987304,0.37593985,1.81771959,67.29711267,25.2173913,71.07843137,77.81230344,66.70909648,28.40550249,14.85507246,1.47035134,0,-0.22089764,-0.86633663,0.01230605,0.65762747,0.06412194,1.14920079,0.20817288,-0.5960248,-0.42267529,1.24843945,0.1
ACETRY,2026-08-17 12:16:59,2026-08-17 12:16:59,2026-08-17 12:20:59,5.80811,10,7.98,-0.37453184,-0.56074766,-1.23762376,6.48518815,70.3896936,53.54107649,72.74401473,79.19473246,83.8172522,45.50008749,19.53302961,2.01468593,0,-0.01179028,1.43637981,0.01571787,0.71903566,0.0944539,0.73466197,0.07315646,-0.64023153,-0.34965035,1.71679198,0.18248175
BELTRY,2026-08-17 12:16:59,2026-08-17 12:18:59,2026-08-17 12:31:59,6.11855,0,5.21,0.0,-0.95057034,-0.95057034,0.57915058,51.68746649,5.88235294,18.18181818,26.01010101,-15.95641175,71.43806486,13.63636364,0.31222834,0,-0.05492994,0.19230769,0.00301618,0.47043438,0.02594789,4.20289968,0.31722005,-0.15905216,0.0,0.19193858,1.0
BELTRY,2026-08-17 12:16:59,2026-08-17 12:18:59,2026-08-17 12:31:59,6.11855,1,5.21,-0.38240918,-0.95057034,-1.51228733,0.57915058,51.68746659,15.78947368,18.18181818,42.17171717,4.75146199,76.15440115,26.08695652,0.39842438,0,-0.00652335,0.19230769,0.00315328,0.48952967,0.02748959,1.09512885,0.16616946,-0.54495989,-0.19157088,0.19193858,0.0
BELTRY,2026-08-17 12:16:59,2026-08-17 12:18:59,2026-08-17 12:31:59,6.11855,3,5.26,0.0,-0.56710775,0.57361377,1.74081238,71.88472479,46.66666667,66.66666667,67.52136752,123.94957983,77.33044733,57.89473684,0.58623632,0,0.12602788,1.15384615,0.00258012,0.84981502,0.03020672,1.48326567,0.09300222,0.56775042,0.0,0.19011407,0.0
BELTRY,2026-08-17 12:16:59,2026-08-17 12:18:59,2026-08-17 12:31:59,6.11855,5,5.26,-0.56710775,0.57361377,1.15384615,1.9379845,71.88472486,55.55555556,69.23076923,87.36263736,169.52380952,73.22871573,70.0,0.59096943,0,0.16978675,1.54440154,0.00271592,0.92948718,0.03004044,1.57692138,0.13463089,0.6998371,-0.37878788,0.38022814,0.0
BELTRY,2026-08-17 12:16:59,2026-08-17 12:18:59,2026-08-17 12:31:59,6.11855,10,5.2,0.0,0.0,0.38610039,1.36452242,71.03421264,75.0,100.0,100.0,91.84149184,50.47119547,66.66666667,0.32530936,0,0.08815227,0.7751938,0.00164835,0.83196422,0.0207066,0.42454348,0.15608003,0.04287783,0.19267823,0.19230769,1.0
GPSTRY,2026-08-17 12:45:59,2026-08-17 12:45:59,2026-08-17 13:00:59,5.70652,0,0.736,0.68399453,-0.40595399,-0.27100271,-0.67476383,47.23170814,-29.03225806,36.36363636,16.66666667,-126.25178827,20.37501303,-11.84210526,-0.21051965,0,-0.17647959,-0.80862534,0.00737578,0.23884905,0.02301297,0.67768679,0.15284331,0.04636984,0.54644809,0.67934783,1.0
GPSTRY,2026-08-17 12:45:59,2026-08-17 12:45:59,2026-08-17 13:00:59,5.70652,1,0.731,-0.13661202,-1.08254398,-0.81411126,-2.14190094,39.89350474,-33.33333333,13.63636364,14.96212121,-211.29943503,18.35131446,-14.47368421,-0.21787325,0,-0.21031877,-1.87919463,0.00742623,-0.07157967,0.02256172,0.52531116,0.13210775,0.34175779,-0.13661202,0.82079343,0.5
GPSTRY,2026-08-17 12:45:59,2026-08-17 12:45:59,2026-08-17 13:00:59,5.70652,3,0.739,0.0,0.27137042,0.0,-0.13513514,49.47707436,-12.5,31.25,29.16666667,-64.30446194,14.66486403,-11.11111111,-0.0052188,0,-0.12398227,-0.9383378,0.00782911,0.33553548,0.0172294,0.3472333,0.15194084,0.42668576,0.13550136,0.27063599,1.0
GPSTRY,2026-08-17 12:45:59,2026-08-17 12:45:59,2026-08-17 13:00:59,5.70652,5,0.738,0.13568521,-0.135318,-0.53908356,0.0,48.14728992,-8.57142857,25.0,31.25,-98.9010989,12.84795998,-7.05882353,0.03526257,0,-0.13702342,-0.4048583,0.00822687,0.24029071,0.01688228,2.0444034,0.14329931,-0.10602772,0.27173913,0.54200542,0.75
GPSTRY,2026-08-17 12:45:59,2026-08-17 12:45:59,2026-08-17 13:00:59,5.70652,10,0.742,-0.40268456,-0.53619303,0.13495277,0.40595399,53.0060598,6.25,55.55555556,68.51851852,31.25536665,12.01487678,-4.9382716,0.35120978,0,0.0005466,0.54200542,0.00779746,0.56330158,0.02452184,1.12363463,0.06577486,-0.00229125,-0.2688172,0.53908356,0.5
ACETRY,2026-08-17 12:50:59,2026-08-17 12:57:59,2026-08-17 13:05:59,6.3288,0,7.968,-1.61748364,-1.23946455,-1.52020764,-2.43663524,38.39789944,-34.16815742,7.2,38.14074074,-203.06688237,48.08138105,-22.44897959,-0.28268085,0,-0.25228694,-1.71456766,0.00966365,-0.20971053,0.02917123,0.72548202,0.14502232,-0.22126206,-1.60533465,2.18373494,0.10344828
ACETRY,2026-08-17 12:50:59,2026-08-17 12:57:59,2026-08-17 13:05:59,6.3288,1,8.099,-0.4302926,0.50881112,-0.92966361,-1.14732088,48.56928511,-15.59633028,43.88888889,44.62962963,-79.56600362,45.78559922,-12.89308176,-0.09605984,0,-0.15925095,-1.02651839,0.00841374,0.23750985,0.0223061,0.12218373,0.21771597,-0.31217933,-0.5403414,0.95073466,0.41558442
ACETRY,2026-08-17 12:50:59,2026-08-17 12:57:59,2026-08-17 13:05:59,6.3288,3,8.068,0.12410027,-1.3088685,-0.43193879,-1.36919315,45.24114295,-35.34246575,26.66666667,29.07407407,-186.36788049,42.894832,-27.57437071,-0.11981881,0,-0.22533316,-1.48962149,0.0077378,0.03432007,0.02198386,0.69201722,0.18633804,0.05836109,0.12410027,0.33465543,0.66666667
ACETRY,2026-08-17 12:50:59,2026-08-17 12:57:59,2026-08-17 13:05:59,6.3288,5,8.091,-1.02752294,-0.1480933,-0.19736031,-1.00330356,47.04349367,-29.57746479,39.44444444,69.44444444,-80.26787399,35.13767576,-22.88329519,0.06532666,0,-0.16482771,-0.93057426,0.0077158,-0.02306936,0.01675809,0.98241643,0.29057245,0.21771911,-0.86988483,1.33481646,0.0
ACETRY,2026-08-17 12:50:59,2026-08-17 12:57:59,2026-08-17 13:05:59,6.3288,10,8.107,-0.92875474,-1.01343101,-0.73466389,1.52786475,49.01588177,-16.51090343,26.19047619,71.70612855,0.60463904,12.86778303,-22.07637232,0.29439854,0,-0.13468368,-0.80753701,0.00738339,0.409374,0.04095238,0.93977596,0.16004096,-0.25278981,-0.92875474,1.11015172,0.05555556
CATITRY,2026-08-17 13:10:59,2026-08-17 13:10:59,2026-08-17 13:25:59,8.07234,0,2.267,0.0,0.0,0.0,0.22104332,65.33219702,100.0,50.0,83.33333333,47.61904762,100.0,100.0,0.02799183,0,0.01096946,0.0,0.00015754,0.66366342,0.00404553,0.0,0.0,,0.0,0.0,
CATITRY,2026-08-17 13:10:59,2026-08-17 13:10:59,2026-08-17 13:25:59,8.07234,1,2.267,0.0,0.0,0.0,0.22104332,65.33219694,100.0,100.0,100.0,51.28205128,100.0,100.0,0.02942509,0,0.01346021,0.0,0.00015754,0.68344985,0.00421119,0.0,0.0,,0.0,0.0,
CATITRY,2026-08-17 13:10:59,2026-08-17 13:10:59,2026-08-17 13:25:59,8.07234,3,2.267,0.0,0.0,0.0,0.22104332,65.33219679,100.0,100.0,100.0,60.60606061,100.0,100.0,0.03159129,0,0.01919779,0.0,0.00015754,0.72613351,0.00439337,0.0,0.0,,0.0,0.0,
CATITRY,2026-08-17 13:10:59,2026-08-17 13:10:59,2026-08-17 13:25:59,8.07234,5,2.267,0.0,0.0,0.0,0.22104332,65.33219666,100.0,100.0,100.0,74.07407407,100.0,100.0,0.03195358,0,0.02563524,0.22104332,0.00015754,0.7763854,0.00439434,0.0,0.0,,0.0,0.0,
CATITRY,2026-08-17 13:10:59,2026-08-17 13:10:59,2026-08-17 13:25:59,8.07234,10,2.267,0.0,0.0,0.22104332,0.22104332,65.33220033,100.0,100.0,100.0,92.43697479,100.0,100.0,0.01137245,1,0.03598093,0.22104332,0.00015754,0.8115982,0.00467843,0.0,0.0,1.0,0.0,0.0,
ACETRY,2026-08-17 13:20:59,2026-08-17 13:21:59,2026-08-17 13:35:59,6.03578,0,8.58,-0.98095788,-1.52645472,-1.63934426,-1.03806228,53.2236813,-11.72413793,22.53521127,35.09389671,-24.75154256,48.24517811,-8.17378498,0.88710673,0,-0.29479634,-1.71821306,0.01130536,0.39569703,0.0570381,0.77927598,0.17754512,-0.19772303,-0.65995137,1.32867133,0.35087719
ACETRY,2026-08-17 13:20:59,2026-08-17 13:21:59,2026-08-17 13:35:59,6.03578,1,8.665,0.73238782,-1.06188628,-0.43663105,0.30096076,59.71696875,-0.7751938,52.46478873,51.76722797,18.87051531,52.09589046,-4.8951049,1.10811101,0,-0.19251215,1.01422243,0.01060918,0.5833793,0.0656882,0.70734133,0.22488687,0.20411646,0.67387011,1.15406809,0.82
ACETRY,2026-08-17 13:20:59,2026-08-17 13:21:59,2026-08-17 13:35:59,6.03578,3,8.713,-0.51381594,0.11490291,-0.32032948,4.17264467,65.9083582,34.85540335,72.55520505,82.50739251,67.09534944,59.28146329,19.28353659,1.49235179,0,0.00473964,1.16103564,0.01075569,0.67750024,0.09377224,0.51425825,0.30868864,-0.18439998,-0.64994299,0.65419488,0.0
ACETRY,2026-08-17 13:20:59,2026-08-17 13:21:59,2026-08-17 13:35:59,6.03578,5,8.723,0.22980581,-0.2059261,-0.08018328,4.98254904,69.00441711,55.5847569,84.6,83.70984928,73.27667894,59.22687355,31.02710414,1.66265806,0,0.11996709,0.61130334,0.01148032,0.72175497,0.1203774,0.6309245,0.31661849,-0.2194894,-0.10306917,0.76808437,0.29850746
ACETRY,2026-08-17 13:20:59,2026-08-17 13:21:59,2026-08-17 13:35:59,6.03578,10,8.73,1.77197482,1.3584117,0.69204152,7.79108532,73.76525629,79.04564315,97.81771502,90.19398089,106.99907554,45.91330789,47.52407153,1.83223149,0,0.41644795,5.06679504,0.01189658,0.88236557,0.12385819,2.10454612,0.38232018,-0.32117794,1.72453973,1.92439863,0.89880952
GPSTRY,2026-08-17 13:35:59,2026-08-17 13:35:59,2026-08-17 13:50:59,5.00659,0,0.759,0.13192612,-0.39370079,-1.171875,-2.94117647,41.57624708,-39.28571429,14.70588235,17.64705882,-82.23599277,39.8075098,-20.93023256,-0.50142189,0,-0.2289221,-0.13157895,0.01214003,0.22368421,0.04938272,0.95376484,-0.01510237,-0.19358532,0.13192612,0.79051383,0.5
GPSTRY,2026-08-17 13:35:59,2026-08-17 13:35:59,2026-08-17 13:50:59,5.00659,1,0.758,-0.65530799,-1.17340287,-1.43042913,-3.43949045,40.42620204,-42.85714286,11.76470588,19.95230525,-96.83355543,36.62952527,-23.25581395,-0.47271739,0,-0.24309026,-1.30208333,0.01215605,0.1682188,0.04928216,1.56866559,-0.01513464,-0.62023123,-0.52493438,1.05540897,0.5
GPSTRY,2026-08-17 13:35:59,2026-08-17 13:35:59,2026-08-17 13:50:59,5.00659,3,0.762,-0.65189048,-0.91027308,0.39525692,-1.80412371,43.43585742,-33.33333333,21.62162162,31.53153153,-72.3780449,31.58442253,-8.27067669,-0.39303525,0,-0.25641133,-2.80612245,0.01246719,0.21289622,0.04823185,0.35028471,-0.06444232,-0.10830224,-0.65189048,0.78740157,0.16666667
GPSTRY,2026-08-17 13:35:59,2026-08-17 13:35:59,2026-08-17 13:50:59,5.00659,5,0.768,-0.13003901,1.18577075,1.05263158,-1.66453265,48.5204915,-21.31147541,37.83783784,29.72972973,-53.59332843,32.47294994,-8.95522388,-0.38298416,0,-0.3241779,-1.79028133,0.0124628,0.32145661,0.05094665,0.45184929,-0.11681699,0.19825392,-0.13003901,0.52083333,0.5
GPSTRY,2026-08-17 13:35:59,2026-08-17 13:35:59,2026-08-17 13:50:59,5.00659,10,0.76,-1.04166667,-3.06122449,-2.81329923,-4.40251572,39.58346317,-52.72727273,16.21621622,16.17538591,-268.03243705,28.13767046,-24.21875,-0.08646009,0,-0.48624137,-2.68886044,0.01203008,-0.14908573,0.0419051,0.78826641,-0.1173743,-0.58772075,-1.04166667,1.84210526,0.42857143
PORTALTRY,2026-08-17 13:39:59,2026-08-17 13:39:59,2026-08-17 13:54:59,5.01627,0,0.7376,0.0,-1.20546477,-2.49834765,-2.22693531,35.38754008,-24.91694352,13.31360947,10.19918669,-210.15092527,35.004996,-12.65306122,-0.58232759,0,-0.35115367,-3.39227243,0.00949024,-0.00023828,0.04228683,0.80239642,-0.35627191,-0.61480794,0.040689,0.94902386,0.64285714
PORTALTRY,2026-08-17 13:39:59,2026-08-17 13:39:59,2026-08-17 13:54:59,5.01627,1,0.7376,0.08141113,-1.7188541,-2.96013682,-2.01912859,35.38754015,-27.09677419,9.56790123,6.71825467,-228.64651774,35.50997624,-11.0403397,-0.47180483,0,-0.33135663,-3.07490145,0.00912225,-0.09369486,0.03753159,1.21467961,-0.33497382,-0.72466817,0.05425936,1.0032538,0.08108108
PORTALTRY,2026-08-17 13:39:59,2026-08-17 13:39:59,2026-08-17 13:54:59,5.01627,3,0.7466,-0.51965356,-1.77608209,-0.91572661,-1.24338624,41.68216376,-15.86452763,2.8708134,12.62360447,-151.27331711,35.36486013,-1.95360195,-0.06612314,0,-0.1465889,-2.27748691,0.00783552,0.03262606,0.02533119,1.62453298,-0.25054923,-0.19784393,-0.58588549,0.75006697,0.10714286
PORTALTRY,2026-08-17 13:39:59,2026-08-17 13:39:59,2026-08-17 13:54:59,5.01627,5,0.7565,-0.47362189,0.398142,-0.91683039,0.1986755,51.19350475,-1.46137787,35.0,38.92011834,24.60890493,36.21359799,11.45431145,0.19524967,0,-0.00388727,0.27836691,0.00733642,0.54765696,0.02513235,1.66093521,-0.0164093,0.16622245,-0.35563751,0.56840714,0.34883721
PORTALTRY,2026-08-17 13:39:59,2026-08-17 13:39:59,2026-08-17 13:54:59,5.01627,10,0.7635,0.32851511,-0.06544503,1.20625663,2.52450651,60.64206096,37.25490196,84.11214953,75.51213065,131.66959578,26.69188557,34.44444444,0.40493513,0,0.16666874,1.12582781,0.0067359,0.95316531,0.0301766,0.94016217,-0.09964201,0.23095269,0.34170062,0.58939096,0.8
ACETRY,2026-08-17 13:50:59,2026-08-17 13:50:59,2026-08-17 14:05:59,5.43384,0,9.22,-0.01084481,1.25192181,1.39667876,0.34828037,64.92602468,51.08571429,86.66666667,88.1827622,113.28901767,9.6211169,18.27548807,1.26418635,0,0.14370706,3.59550562,0.01428571,0.838585,0.06741283,1.53135293,0.19288725,-0.07524158,0.19560965,0.78091106,0.45833333
ACETRY,2026-08-17 13:50:59,2026-08-17 13:50:59,2026-08-17 14:05:59,5.43384,1,9.221,-0.17321641,1.40767623,2.16042544,1.01884312,64.99686172,2.56012413,87.69470405,86.9481943,118.14706144,7.18368185,-3.67647059,1.24143624,0,0.14949124,3.69995502,0.01790943,0.87894144,0.06637849,0.74113597,0.19914413,0.39766118,-0.20562771,1.37729097,0.65354331
ACETRY,2026-08-17 13:50:59,2026-08-17 13:50:59,2026-08-17 14:05:59,5.43384,3,9.106,0.14296712,0.88632838,-0.05487872,3.53610006,61.20845561,8.10810811,82.96296296,81.35802469,74.90409853,16.20568871,-3.68725011,1.02966354,0,0.05077995,2.40665767,0.01765712,0.78230385,0.05999175,0.44401784,0.13635258,-0.16052227,0.14296712,1.22995827,0.94642857
ACETRY,2026-08-17 13:50:59,2026-08-17 13:50:59,2026-08-17 14:05:59,5.43384,5,9.093,0.74230002,-0.19756338,2.16853933,2.97848245,60.68970337,16.36828645,80.55555556,76.2345679,104.03901742,18.80104331,2.66384778,0.99951714,0,0.04508608,-1.03395734,0.01857787,0.81939869,0.05730892,0.25863747,0.18734163,0.265687,0.53067993,0.58286594,0.9245283
ACETRY,2026-08-17 13:50:59,2026-08-17 13:50:59,2026-08-17 14:05:59,5.43384,10,8.9,0.08996851,0.08996851,-3.13452329,1.52863336,55.09192463,3.78117458,44.81481481,36.91358025,55.40053482,21.81163165,-6.0348892,0.68781288,0,-0.1895155,0.79275198,0.01702247,0.61584401,0.06843271,0.57477118,0.20029066,-0.06101816,0.42879711,1.13483146,0.45544554
PORTALTRY,2026-08-17 14:11:59,2026-08-17 14:15:59,2026-08-17 14:25:59,5.00323,0,0.7755,1.35929944,0.32341527,-0.20589371,2.43032624,59.83274091,28.93772894,76.5625,50.29591206,23.38079473,49.61346684,17.89686552,0.40543365,0,-0.0957057,0.20674506,0.00910933,0.72512934,0.039789,0.56246153,0.01095554,-0.66778625,1.41231856,1.84397163,1.0
